education,skills,sector_interest,location,category,district_type,prev_internship,internship_id,required_skills,internship_sector,internship_location,skill_overlap,sector_match,location_score,social_weight,edu_level,label
Master's,"[""Nutrition"", ""First Aid"", ""Public Health"", ""Patient Care"", ""Legal Research"", ""Data Analysis""]",health,Chennai,SC,Urban,0,INT-046,"[""Report Writing"", ""Documentation"", ""Policy Analysis""]",govt,Chennai,0.0,0,1.0,0.7,4,0
Master's,"[""Nutrition"", ""First Aid"", ""Public Health"", ""Patient Care"", ""Legal Research"", ""Data Analysis""]",health,Chennai,SC,Urban,0,INT-016,"[""Compliance"", ""IP Law"", ""Labour Law"", ""Contract Drafting""]",legal,Chennai,0.0,0,1.0,0.7,4,0
Master's,"[""Nutrition"", ""First Aid"", ""Public Health"", ""Patient Care"", ""Legal Research"", ""Data Analysis""]",health,Chennai,SC,Urban,0,INT-023,"[""GIS Mapping"", ""Policy Analysis"", ""Survey Methods""]",govt,Hyderabad,0.0,0,0.3,0.7,4,0
Master's,"[""Nutrition"", ""First Aid"", ""Public Health"", ""Patient Care"", ""Legal Research"", ""Data Analysis""]",health,Chennai,SC,Urban,0,INT-026,"[""Taxation"", ""Audit"", ""Excel"", ""Tally""]",finance,Remote,0.0,0,0.9,0.7,4,0
Master's,"[""Nutrition"", ""First Aid"", ""Public Health"", ""Patient Care"", ""Legal Research"", ""Data Analysis""]",health,Chennai,SC,Urban,0,INT-033,"[""Cloud"", ""Machine Learning"", ""Web Dev""]",tech,Chennai,0.0,0,1.0,0.7,4,0
Master's,"[""Nutrition"", ""First Aid"", ""Public Health"", ""Patient Care"", ""Legal Research"", ""Data Analysis""]",health,Chennai,SC,Urban,0,INT-004,"[""Community Outreach"", ""Survey Methods""]",govt,Pune,0.0,0,0.3,0.7,4,0
Master's,"[""Nutrition"", ""First Aid"", ""Public Health"", ""Patient Care"", ""Legal Research"", ""Data Analysis""]",health,Chennai,SC,Urban,0,INT-044,"[""SEO"", ""Copywriting""]",media,Kolkata,0.0,0,0.3,0.7,4,0
Master's,"[""Nutrition"", ""First Aid"", ""Public Health"", ""Patient Care"", ""Legal Research"", ""Data Analysis""]",health,Chennai,SC,Urban,0,INT-020,"[""Legal Research"", ""Case Analysis"", ""Compliance""]",legal,Bangalore,0.3333333333333333,0,0.3,0.7,4,0
Diploma,"[""Pharmacology"", ""Nutrition"", ""Cybersecurity""]",health,Jaipur,General,Urban,0,INT-001,"[""Legal Research"", ""Case Analysis""]",legal,Chennai,0.0,0,0.3,0.45,2,0
Diploma,"[""Pharmacology"", ""Nutrition"", ""Cybersecurity""]",health,Jaipur,General,Urban,0,INT-004,"[""Community Outreach"", ""Survey Methods""]",govt,Pune,0.0,0,0.3,0.45,2,0
Diploma,"[""Pharmacology"", ""Nutrition"", ""Cybersecurity""]",health,Jaipur,General,Urban,0,INT-015,"[""Excel"", ""Financial Modeling"", ""Audit""]",finance,Lucknow,0.0,0,0.3,0.45,2,0
Diploma,"[""Pharmacology"", ""Nutrition"", ""Cybersecurity""]",health,Jaipur,General,Urban,0,INT-009,"[""Nutrition"", ""Patient Care""]",health,Mumbai,0.5,1,0.3,0.45,2,1
Diploma,"[""Pharmacology"", ""Nutrition"", ""Cybersecurity""]",health,Jaipur,General,Urban,0,INT-013,"[""Python"", ""Cloud""]",tech,Pune,0.0,0,0.3,0.45,2,0
Diploma,"[""Pharmacology"", ""Nutrition"", ""Cybersecurity""]",health,Jaipur,General,Urban,0,INT-026,"[""Taxation"", ""Audit"", ""Excel"", ""Tally""]",finance,Remote,0.0,0,0.9,0.45,2,0
Diploma,"[""Pharmacology"", ""Nutrition"", ""Cybersecurity""]",health,Jaipur,General,Urban,0,INT-024,"[""Taxation"", ""Risk Analysis""]",finance,Mumbai,0.0,0,0.3,0.45,2,0
Diploma,"[""Pharmacology"", ""Nutrition"", ""Cybersecurity""]",health,Jaipur,General,Urban,0,INT-041,"[""Compliance"", ""Legal Research""]",legal,Bhopal,0.0,0,0.3,0.45,2,0
High School,"[""Legal Research"", ""Labour Law"", ""IP Law"", ""Compliance"", ""Android Dev"", ""Cloud"", ""Pharmacology""]",legal,Mumbai,General,Semi-Urban,0,INT-011,"[""Labour Law"", ""Legal Research"", ""Contract Drafting"", ""Case Analysis""]",legal,Chennai,0.5,1,0.3,0.6,1,1
High School,"[""Legal Research"", ""Labour Law"", ""IP Law"", ""Compliance"", ""Android Dev"", ""Cloud"", ""Pharmacology""]",legal,Mumbai,General,Semi-Urban,0,INT-037,"[""Accounting"", ""Taxation"", ""Excel""]",finance,Jaipur,0.0,0,0.3,0.6,1,0
High School,"[""Legal Research"", ""Labour Law"", ""IP Law"", ""Compliance"", ""Android Dev"", ""Cloud"", ""Pharmacology""]",legal,Mumbai,General,Semi-Urban,0,INT-028,"[""Report Writing"", ""Survey Methods"", ""Community Outreach"", ""Policy Analysis""]",govt,Mumbai,0.0,0,1.0,0.6,1,0
High School,"[""Legal Research"", ""Labour Law"", ""IP Law"", ""Compliance"", ""Android Dev"", ""Cloud"", ""Pharmacology""]",legal,Mumbai,General,Semi-Urban,0,INT-047,"[""Risk Analysis"", ""Tally"", ""Audit""]",finance,Lucknow,0.0,0,0.3,0.6,1,0
High School,"[""Legal Research"", ""Labour Law"", ""IP Law"", ""Compliance"", ""Android Dev"", ""Cloud"", ""Pharmacology""]",legal,Mumbai,General,Semi-Urban,0,INT-026,"[""Taxation"", ""Audit"", ""Excel"", ""Tally""]",finance,Remote,0.0,0,0.9,0.6,1,0
High School,"[""Legal Research"", ""Labour Law"", ""IP Law"", ""Compliance"", ""Android Dev"", ""Cloud"", ""Pharmacology""]",legal,Mumbai,General,Semi-Urban,0,INT-032,"[""Pharmacology"", ""Nutrition"", ""First Aid""]",health,Remote,0.3333333333333333,0,0.9,0.6,1,0
High School,"[""Legal Research"", ""Labour Law"", ""IP Law"", ""Compliance"", ""Android Dev"", ""Cloud"", ""Pharmacology""]",legal,Mumbai,General,Semi-Urban,0,INT-002,"[""Labour Law"", ""IP Law""]",legal,Mumbai,1.0,1,1.0,0.6,1,1
High School,"[""Legal Research"", ""Labour Law"", ""IP Law"", ""Compliance"", ""Android Dev"", ""Cloud"", ""Pharmacology""]",legal,Mumbai,General,Semi-Urban,0,INT-025,"[""Data Analysis"", ""UI/UX"", ""IoT"", ""SQL""]",tech,Bangalore,0.0,0,0.3,0.6,1,0
Master's,"[""Case Analysis"", ""Contract Drafting"", ""IP Law"", ""Tally"", ""Social Media""]",legal,Bangalore,General,Rural,0,INT-042,"[""GIS Mapping"", ""Survey Methods""]",govt,Bhopal,0.0,0,0.3,0.75,4,0
Master's,"[""Case Analysis"", ""Contract Drafting"", ""IP Law"", ""Tally"", ""Social Media""]",legal,Bangalore,General,Rural,0,INT-019,"[""Community Outreach"", ""Policy Analysis""]",govt,Remote,0.0,0,0.9,0.75,4,0
Master's,"[""Case Analysis"", ""Contract Drafting"", ""IP Law"", ""Tally"", ""Social Media""]",legal,Bangalore,General,Rural,0,INT-032,"[""Pharmacology"", ""Nutrition"", ""First Aid""]",health,Remote,0.0,0,0.9,0.75,4,0
Master's,"[""Case Analysis"", ""Contract Drafting"", ""IP Law"", ""Tally"", ""Social Media""]",legal,Bangalore,General,Rural,0,INT-027,"[""Social Media"", ""Content Writing"", ""Video Editing"", ""Photography""]",media,Mumbai,0.25,0,0.3,0.75,4,0
Master's,"[""Case Analysis"", ""Contract Drafting"", ""IP Law"", ""Tally"", ""Social Media""]",legal,Bangalore,General,Rural,0,INT-036,"[""Tally"", ""Taxation"", ""Financial Modeling""]",finance,Pune,0.3333333333333333,0,0.3,0.75,4,1
Master's,"[""Case Analysis"", ""Contract Drafting"", ""IP Law"", ""Tally"", ""Social Media""]",legal,Bangalore,General,Rural,0,INT-031,"[""Equity Research"", ""Financial Modeling"", ""Accounting""]",finance,Mumbai,0.0,0,0.3,0.75,4,0
Master's,"[""Case Analysis"", ""Contract Drafting"", ""IP Law"", ""Tally"", ""Social Media""]",legal,Bangalore,General,Rural,0,INT-004,"[""Community Outreach"", ""Survey Methods""]",govt,Pune,0.0,0,0.3,0.75,4,0
Master's,"[""Case Analysis"", ""Contract Drafting"", ""IP Law"", ""Tally"", ""Social Media""]",legal,Bangalore,General,Rural,0,INT-006,"[""Financial Modeling"", ""Accounting"", ""Taxation""]",finance,Mumbai,0.0,0,0.3,0.75,4,0
Master's,"[""Pharmacology"", ""Patient Care"", ""Lab Skills"", ""Case Analysis""]",health,Lucknow,General,Semi-Urban,1,INT-031,"[""Equity Research"", ""Financial Modeling"", ""Accounting""]",finance,Mumbai,0.0,0,0.3,0.6,4,0
Master's,"[""Pharmacology"", ""Patient Care"", ""Lab Skills"", ""Case Analysis""]",health,Lucknow,General,Semi-Urban,1,INT-035,"[""Content Writing"", ""Copywriting"", ""Photography"", ""SEO""]",media,Mumbai,0.0,0,0.3,0.6,4,0
Master's,"[""Pharmacology"", ""Patient Care"", ""Lab Skills"", ""Case Analysis""]",health,Lucknow,General,Semi-Urban,1,INT-032,"[""Pharmacology"", ""Nutrition"", ""First Aid""]",health,Remote,0.3333333333333333,1,0.9,0.6,4,1
Master's,"[""Pharmacology"", ""Patient Care"", ""Lab Skills"", ""Case Analysis""]",health,Lucknow,General,Semi-Urban,1,INT-023,"[""GIS Mapping"", ""Policy Analysis"", ""Survey Methods""]",govt,Hyderabad,0.0,0,0.3,0.6,4,0
Master's,"[""Pharmacology"", ""Patient Care"", ""Lab Skills"", ""Case Analysis""]",health,Lucknow,General,Semi-Urban,1,INT-037,"[""Accounting"", ""Taxation"", ""Excel""]",finance,Jaipur,0.0,0,0.3,0.6,4,0
Master's,"[""Pharmacology"", ""Patient Care"", ""Lab Skills"", ""Case Analysis""]",health,Lucknow,General,Semi-Urban,1,INT-033,"[""Cloud"", ""Machine Learning"", ""Web Dev""]",tech,Chennai,0.0,0,0.3,0.6,4,0
Master's,"[""Pharmacology"", ""Patient Care"", ""Lab Skills"", ""Case Analysis""]",health,Lucknow,General,Semi-Urban,1,INT-021,"[""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Labour Law""]",legal,Mumbai,0.25,0,0.3,0.6,4,0
Master's,"[""Pharmacology"", ""Patient Care"", ""Lab Skills"", ""Case Analysis""]",health,Lucknow,General,Semi-Urban,1,INT-025,"[""Data Analysis"", ""UI/UX"", ""IoT"", ""SQL""]",tech,Bangalore,0.0,0,0.3,0.6,4,0
Diploma,"[""Medical Research"", ""Lab Skills"", ""Machine Learning""]",health,Kolkata,General,Semi-Urban,1,INT-050,"[""Risk Analysis"", ""Tally"", ""Taxation"", ""Excel""]",finance,Delhi,0.0,0,0.3,0.6,2,0
Diploma,"[""Medical Research"", ""Lab Skills"", ""Machine Learning""]",health,Kolkata,General,Semi-Urban,1,INT-038,"[""IP Law"", ""Compliance"", ""Contract Drafting"", ""Legal Research""]",legal,Kolkata,0.0,0,1.0,0.6,2,0
Diploma,"[""Medical Research"", ""Lab Skills"", ""Machine Learning""]",health,Kolkata,General,Semi-Urban,1,INT-015,"[""Excel"", ""Financial Modeling"", ""Audit""]",finance,Lucknow,0.0,0,0.3,0.6,2,0
Diploma,"[""Medical Research"", ""Lab Skills"", ""Machine Learning""]",health,Kolkata,General,Semi-Urban,1,INT-011,"[""Labour Law"", ""Legal Research"", ""Contract Drafting"", ""Case Analysis""]",legal,Chennai,0.0,0,0.3,0.6,2,0
Diploma,"[""Medical Research"", ""Lab Skills"", ""Machine Learning""]",health,Kolkata,General,Semi-Urban,1,INT-007,"[""Policy Analysis"", ""GIS Mapping"", ""Community Outreach""]",govt,Pune,0.0,0,0.3,0.6,2,0
Diploma,"[""Medical Research"", ""Lab Skills"", ""Machine Learning""]",health,Kolkata,General,Semi-Urban,1,INT-016,"[""Compliance"", ""IP Law"", ""Labour Law"", ""Contract Drafting""]",legal,Chennai,0.0,0,0.3,0.6,2,0
Diploma,"[""Medical Research"", ""Lab Skills"", ""Machine Learning""]",health,Kolkata,General,Semi-Urban,1,INT-043,"[""Public Health"", ""Nutrition""]",health,Hyderabad,0.0,1,0.3,0.6,2,0
Diploma,"[""Medical Research"", ""Lab Skills"", ""Machine Learning""]",health,Kolkata,General,Semi-Urban,1,INT-045,"[""IoT"", ""Machine Learning""]",tech,Mumbai,0.5,0,0.3,0.6,2,0
PhD,"[""Nutrition"", ""Patient Care"", ""Lab Skills"", ""Financial Modeling"", ""Audit""]",health,Bhopal,SC,Rural,1,INT-038,"[""IP Law"", ""Compliance"", ""Contract Drafting"", ""Legal Research""]",legal,Kolkata,0.0,0,0.3,1.0,5,0
PhD,"[""Nutrition"", ""Patient Care"", ""Lab Skills"", ""Financial Modeling"", ""Audit""]",health,Bhopal,SC,Rural,1,INT-002,"[""Labour Law"", ""IP Law""]",legal,Mumbai,0.0,0,0.3,1.0,5,0
PhD,"[""Nutrition"", ""Patient Care"", ""Lab Skills"", ""Financial Modeling"", ""Audit""]",health,Bhopal,SC,Rural,1,INT-046,"[""Report Writing"", ""Documentation"", ""Policy Analysis""]",govt,Chennai,0.0,0,0.3,1.0,5,0
PhD,"[""Nutrition"", ""Patient Care"", ""Lab Skills"", ""Financial Modeling"", ""Audit""]",health,Bhopal,SC,Rural,1,INT-045,"[""IoT"", ""Machine Learning""]",tech,Mumbai,0.0,0,0.3,1.0,5,0
PhD,"[""Nutrition"", ""Patient Care"", ""Lab Skills"", ""Financial Modeling"", ""Audit""]",health,Bhopal,SC,Rural,1,INT-023,"[""GIS Mapping"", ""Policy Analysis"", ""Survey Methods""]",govt,Hyderabad,0.0,0,0.3,1.0,5,0
PhD,"[""Nutrition"", ""Patient Care"", ""Lab Skills"", ""Financial Modeling"", ""Audit""]",health,Bhopal,SC,Rural,1,INT-037,"[""Accounting"", ""Taxation"", ""Excel""]",finance,Jaipur,0.0,0,0.3,1.0,5,0
PhD,"[""Nutrition"", ""Patient Care"", ""Lab Skills"", ""Financial Modeling"", ""Audit""]",health,Bhopal,SC,Rural,1,INT-047,"[""Risk Analysis"", ""Tally"", ""Audit""]",finance,Lucknow,0.3333333333333333,0,0.3,1.0,5,0
PhD,"[""Nutrition"", ""Patient Care"", ""Lab Skills"", ""Financial Modeling"", ""Audit""]",health,Bhopal,SC,Rural,1,INT-010,"[""Copywriting"", ""Graphic Design"", ""Video Editing"", ""SEO""]",media,Hyderabad,0.0,0,0.3,1.0,5,0
Diploma,"[""Survey Methods"", ""Documentation"", ""Report Writing"", ""GIS Mapping"", ""Policy Analysis""]",govt,Delhi,OBC,Rural,0,INT-002,"[""Labour Law"", ""IP Law""]",legal,Mumbai,0.0,0,0.3,0.9,2,0
Diploma,"[""Survey Methods"", ""Documentation"", ""Report Writing"", ""GIS Mapping"", ""Policy Analysis""]",govt,Delhi,OBC,Rural,0,INT-034,"[""Excel"", ""Tally"", ""Taxation""]",finance,Chennai,0.0,0,0.3,0.9,2,0
Diploma,"[""Survey Methods"", ""Documentation"", ""Report Writing"", ""GIS Mapping"", ""Policy Analysis""]",govt,Delhi,OBC,Rural,0,INT-031,"[""Equity Research"", ""Financial Modeling"", ""Accounting""]",finance,Mumbai,0.0,0,0.3,0.9,2,0
Diploma,"[""Survey Methods"", ""Documentation"", ""Report Writing"", ""GIS Mapping"", ""Policy Analysis""]",govt,Delhi,OBC,Rural,0,INT-001,"[""Legal Research"", ""Case Analysis""]",legal,Chennai,0.0,0,0.3,0.9,2,0
Diploma,"[""Survey Methods"", ""Documentation"", ""Report Writing"", ""GIS Mapping"", ""Policy Analysis""]",govt,Delhi,OBC,Rural,0,INT-022,"[""IP Law"", ""Contract Drafting"", ""Labour Law"", ""Compliance""]",legal,Bangalore,0.0,0,0.3,0.9,2,0
Diploma,"[""Survey Methods"", ""Documentation"", ""Report Writing"", ""GIS Mapping"", ""Policy Analysis""]",govt,Delhi,OBC,Rural,0,INT-040,"[""Report Writing"", ""Policy Analysis"", ""Survey Methods"", ""GIS Mapping""]",govt,Mumbai,1.0,1,0.3,0.9,2,1
Diploma,"[""Survey Methods"", ""Documentation"", ""Report Writing"", ""GIS Mapping"", ""Policy Analysis""]",govt,Delhi,OBC,Rural,0,INT-013,"[""Python"", ""Cloud""]",tech,Pune,0.0,0,0.3,0.9,2,0
Diploma,"[""Survey Methods"", ""Documentation"", ""Report Writing"", ""GIS Mapping"", ""Policy Analysis""]",govt,Delhi,OBC,Rural,0,INT-009,"[""Nutrition"", ""Patient Care""]",health,Mumbai,0.0,0,0.3,0.9,2,0
Diploma,"[""First Aid"", ""Nutrition"", ""Patient Care"", ""Lab Skills""]",health,Lucknow,SC,Urban,1,INT-046,"[""Report Writing"", ""Documentation"", ""Policy Analysis""]",govt,Chennai,0.0,0,0.3,0.7,2,0
Diploma,"[""First Aid"", ""Nutrition"", ""Patient Care"", ""Lab Skills""]",health,Lucknow,SC,Urban,1,INT-043,"[""Public Health"", ""Nutrition""]",health,Hyderabad,0.5,1,0.3,0.7,2,1
Diploma,"[""First Aid"", ""Nutrition"", ""Patient Care"", ""Lab Skills""]",health,Lucknow,SC,Urban,1,INT-026,"[""Taxation"", ""Audit"", ""Excel"", ""Tally""]",finance,Remote,0.0,0,0.9,0.7,2,0
Diploma,"[""First Aid"", ""Nutrition"", ""Patient Care"", ""Lab Skills""]",health,Lucknow,SC,Urban,1,INT-038,"[""IP Law"", ""Compliance"", ""Contract Drafting"", ""Legal Research""]",legal,Kolkata,0.0,0,0.3,0.7,2,0
Diploma,"[""First Aid"", ""Nutrition"", ""Patient Care"", ""Lab Skills""]",health,Lucknow,SC,Urban,1,INT-007,"[""Policy Analysis"", ""GIS Mapping"", ""Community Outreach""]",govt,Pune,0.0,0,0.3,0.7,2,0
Diploma,"[""First Aid"", ""Nutrition"", ""Patient Care"", ""Lab Skills""]",health,Lucknow,SC,Urban,1,INT-022,"[""IP Law"", ""Contract Drafting"", ""Labour Law"", ""Compliance""]",legal,Bangalore,0.0,0,0.3,0.7,2,0
Diploma,"[""First Aid"", ""Nutrition"", ""Patient Care"", ""Lab Skills""]",health,Lucknow,SC,Urban,1,INT-020,"[""Legal Research"", ""Case Analysis"", ""Compliance""]",legal,Bangalore,0.0,0,0.3,0.7,2,0
Diploma,"[""First Aid"", ""Nutrition"", ""Patient Care"", ""Lab Skills""]",health,Lucknow,SC,Urban,1,INT-021,"[""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Labour Law""]",legal,Mumbai,0.0,0,0.3,0.7,2,0
Diploma,"[""Tally"", ""Audit"", ""Excel"", ""Financial Modeling"", ""Equity Research"", ""IP Law""]",finance,Bhopal,OBC,Semi-Urban,1,INT-047,"[""Risk Analysis"", ""Tally"", ""Audit""]",finance,Lucknow,0.6666666666666666,1,0.3,0.75,2,1
Diploma,"[""Tally"", ""Audit"", ""Excel"", ""Financial Modeling"", ""Equity Research"", ""IP Law""]",finance,Bhopal,OBC,Semi-Urban,1,INT-045,"[""IoT"", ""Machine Learning""]",tech,Mumbai,0.0,0,0.3,0.75,2,0
Diploma,"[""Tally"", ""Audit"", ""Excel"", ""Financial Modeling"", ""Equity Research"", ""IP Law""]",finance,Bhopal,OBC,Semi-Urban,1,INT-019,"[""Community Outreach"", ""Policy Analysis""]",govt,Remote,0.0,0,0.9,0.75,2,0
Diploma,"[""Tally"", ""Audit"", ""Excel"", ""Financial Modeling"", ""Equity Research"", ""IP Law""]",finance,Bhopal,OBC,Semi-Urban,1,INT-009,"[""Nutrition"", ""Patient Care""]",health,Mumbai,0.0,0,0.3,0.75,2,0
Diploma,"[""Tally"", ""Audit"", ""Excel"", ""Financial Modeling"", ""Equity Research"", ""IP Law""]",finance,Bhopal,OBC,Semi-Urban,1,INT-012,"[""SEO"", ""Copywriting"", ""Photography""]",media,Chennai,0.0,0,0.3,0.75,2,0
Diploma,"[""Tally"", ""Audit"", ""Excel"", ""Financial Modeling"", ""Equity Research"", ""IP Law""]",finance,Bhopal,OBC,Semi-Urban,1,INT-001,"[""Legal Research"", ""Case Analysis""]",legal,Chennai,0.0,0,0.3,0.75,2,0
Diploma,"[""Tally"", ""Audit"", ""Excel"", ""Financial Modeling"", ""Equity Research"", ""IP Law""]",finance,Bhopal,OBC,Semi-Urban,1,INT-037,"[""Accounting"", ""Taxation"", ""Excel""]",finance,Jaipur,0.3333333333333333,1,0.3,0.75,2,1
Diploma,"[""Tally"", ""Audit"", ""Excel"", ""Financial Modeling"", ""Equity Research"", ""IP Law""]",finance,Bhopal,OBC,Semi-Urban,1,INT-026,"[""Taxation"", ""Audit"", ""Excel"", ""Tally""]",finance,Remote,0.75,1,0.9,0.75,2,1
High School,"[""Survey Methods"", ""Documentation"", ""Report Writing""]",govt,Jaipur,OBC,Semi-Urban,0,INT-016,"[""Compliance"", ""IP Law"", ""Labour Law"", ""Contract Drafting""]",legal,Chennai,0.0,0,0.3,0.75,1,0
High School,"[""Survey Methods"", ""Documentation"", ""Report Writing""]",govt,Jaipur,OBC,Semi-Urban,0,INT-023,"[""GIS Mapping"", ""Policy Analysis"", ""Survey Methods""]",govt,Hyderabad,0.3333333333333333,1,0.3,0.75,1,1
High School,"[""Survey Methods"", ""Documentation"", ""Report Writing""]",govt,Jaipur,OBC,Semi-Urban,0,INT-021,"[""Case Analysis"", ""IP Law"", ""Contract Drafting"", ""Labour Law""]",legal,Mumbai,0.0,0,0.3,0.75,1,0
High School,"[""Survey Methods"", ""Documentation"", ""Report Writing""]",govt,Jaipur,OBC,Semi-Urban,0,INT-011,"[""Labour Law"", ""Legal Research"", ""Contract Drafting"", ""Case Analysis""]",legal,Chennai,0.0,0,0.3,0.75,1,0
High School,"[""Survey Methods"", ""Documentation"", ""Report Writing""]",govt,Jaipur,OBC,Semi-Urban,0,INT-041,"[""Compliance"", ""Legal Research""]",legal,Bhopal,0.0,0,0.3,0.75,1,0
High School,"[""Survey Methods"", ""Documentation"", ""Report Writing""]",govt,Jaipur,OBC,Semi-Urban,0,INT-006,"[""Financial Modeling"", ""Accounting"", ""Taxation""]",finance,Mumbai,0.0,0,0.3,0.75,1,0
High School,"[""Survey Methods"", ""Documentation"", ""Report Writing""]",govt,Jaipur,OBC,Semi-Urban,0,INT-043,"[""Public Health"", ""Nutrition""]",health,Hyderabad,0.0,0,0.3,0.75,1,0
High School,"[""Survey Methods"", ""Documentation"", ""Report Writing""]",govt,Jaipur,OBC,Semi-Urban,0,INT-046,"[""Report Writing"", ""Documentation"", ""Policy Analysis""]",govt,Chennai,0.6666666666666666,1,0.3,0.75,1,1
Bachelor's,"[""Legal Research"", ""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""IP Law"", ""Equity Research"", ""Cybersecurity""]",legal,Delhi,General,Semi-Urban,1,INT-047,"[""Risk Analysis"", ""Tally"", ""Audit""]",finance,Lucknow,0.0,0,0.3,0.6,3,0
Bachelor's,"[""Legal Research"", ""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""IP Law"", ""Equity Research"", ""Cybersecurity""]",legal,Delhi,General,Semi-Urban,1,INT-027,"[""Social Media"", ""Content Writing"", ""Video Editing"", ""Photography""]",media,Mumbai,0.0,0,0.3,0.6,3,0
Bachelor's,"[""Legal Research"", ""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""IP Law"", ""Equity Research"", ""Cybersecurity""]",legal,Delhi,General,Semi-Urban,1,INT-011,"[""Labour Law"", ""Legal Research"", ""Contract Drafting"", ""Case Analysis""]",legal,Chennai,1.0,1,0.3,0.6,3,1
Bachelor's,"[""Legal Research"", ""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""IP Law"", ""Equity Research"", ""Cybersecurity""]",legal,Delhi,General,Semi-Urban,1,INT-049,"[""Contract Drafting"", ""Case Analysis"", ""IP Law"", ""Compliance""]",legal,Chennai,0.75,1,0.3,0.6,3,1
Bachelor's,"[""Legal Research"", ""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""IP Law"", ""Equity Research"", ""Cybersecurity""]",legal,Delhi,General,Semi-Urban,1,INT-032,"[""Pharmacology"", ""Nutrition"", ""First Aid""]",health,Remote,0.0,0,0.9,0.6,3,0
Bachelor's,"[""Legal Research"", ""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""IP Law"", ""Equity Research"", ""Cybersecurity""]",legal,Delhi,General,Semi-Urban,1,INT-025,"[""Data Analysis"", ""UI/UX"", ""IoT"", ""SQL""]",tech,Bangalore,0.0,0,0.3,0.6,3,0
Bachelor's,"[""Legal Research"", ""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""IP Law"", ""Equity Research"", ""Cybersecurity""]",legal,Delhi,General,Semi-Urban,1,INT-023,"[""GIS Mapping"", ""Policy Analysis"", ""Survey Methods""]",govt,Hyderabad,0.0,0,0.3,0.6,3,0
Bachelor's,"[""Legal Research"", ""Case Analysis"", ""Contract Drafting"", ""Labour Law"", ""IP Law"", ""Equity Research"", ""Cybersecurity""]",legal,Delhi,General,Semi-Urban,1,INT-035,"[""Content Writing"", ""Copywriting"", ""Photography"", ""SEO""]",media,Mumbai,0.0,0,0.3,0.6,3,0
High School,"[""Copywriting"", ""Photography"", ""Video Editing"", ""SEO"", ""Social Media""]",media,Delhi,SC,Urban,1,INT-017,"[""Machine Learning"", ""Data Analysis""]",tech,Remote,0.0,0,0.9,0.7,1,0
High School,"[""Copywriting"", ""Photography"", ""Video Editing"", ""SEO"", ""Social Media""]",media,Delhi,SC,Urban,1,INT-007,"[""Policy Analysis"", ""GIS Mapping"", ""Community Outreach""]",govt,Pune,0.0,0,0.3,0.7,1,0
High School,"[""Copywriting"", ""Photography"", ""Video Editing"", ""SEO"", ""Social Media""]",media,Delhi,SC,Urban,1,INT-005,"[""Policy Analysis"", ""Report Writing"", ""GIS Mapping""]",govt,Hyderabad,0.0,0,0.3,0.7,1,0
High School,"[""Copywriting"", ""Photography"", ""Video Editing"", ""SEO"", ""Social Media""]",media,Delhi,SC,Urban,1,INT-022,"[""IP Law"", ""Contract Drafting"", ""Labour Law"", ""Compliance""]",legal,Bangalore,0.0,0,0.3,0.7,1,0
High School,"[""Copywriting"", ""Photography"", ""Video Editing"", ""SEO"", ""Social Media""]",media,Delhi,SC,Urban,1,INT-011,"[""Labour Law"", ""Legal Research"", ""Contract Drafting"", ""Case Analysis""]",legal,Chennai,0.0,0,0.3,0.7,1,0
High School,"[""Copywriting"", ""Photography"", ""Video Editing"", ""SEO"", ""Social Media""]",media,Delhi,SC,Urban,1,INT-025,"[""Data Analysis"", ""UI/UX"", ""IoT"", ""SQL""]",tech,Bangalore,0.0,0,0.3,0.7,1,0
High School,"[""Copywriting"", ""Photography"", ""Video Editing"", ""SEO"", ""Social Media""]",media,Delhi,SC,Urban,1,INT-046,"[""Report Writing"", ""Documentation"", ""Policy Analysis""]",govt,Chennai,0.0,0,0.3,0.7,1,0
High School,"[""Copywriting"", ""Photography"", ""Video Editing"", ""SEO"", ""Social Media""]",media,Delhi,SC,Urban,1,INT-048,"[""Contract Drafting"", ""Case Analysis""]",legal,Mumbai,0.0,0,0.3,0.7,1,0
High School,"[""Survey Methods"", ""Community Outreach"", ""GIS Mapping"", ""Documentation""]",govt,Pune,OBC,Rural,1,INT-011,"[""Labour Law"", ""Legal Research"", ""Contract Drafting"", ""Case Analysis""]",legal,Chennai,0.0,0,0.3,0.9,1,0
High School,"[""Survey Methods"", ""Community Outreach"", ""GIS Mapping"", ""Documentation""]",govt,Pune,OBC,Rural,1,INT-004,"[""Community Outreach"", ""Survey Methods""]",govt,Pune,1.0,1,1.0,0.9,1,1
High School,"[""Survey Methods"", ""Community Outreach"", ""GIS Mapping"", ""Documentation""]",govt,Pune,OBC,Rural,1,INT-007,"[""Policy Analysis"", ""GIS Mapping"", ""Community Outreach""]",govt,Pune,0.6666666666666666,1,1.0,0.9,1,1
